"Source","MergedBGC","SS_NoSpace","Edatopic","Special","Codes"
"BECv10","BWBSvk","BWBSvk/00","D6","",""
"BECv10","BWBSvk","BWBSvk/00","D7","",""
"BECv10","BWBSvk","BWBSvk/00","E0","",""
"BECv10","BWBSvk","BWBSvk/00","E1","",""
"BECv10","BWBSvk","BWBSvk/00","E2","",""
"BECv10","BWBSvk","BWBSvk/00","E3","",""
"BECv10","BWBSvk","BWBSvk/00","E4","",""
"BECv10","BWBSvk","BWBSvk/00","E5","",""
"BECv10","BWBSvk","BWBSvk/00","E6","",""
"BECv10","BWBSvk","BWBSvk/00","E7","",""
"BECv10","BWBSwk1","BWBSwk1/104","A3","Cool aspects/cold air","CA"
"BECv10","BWBSwk1","BWBSwk1/104","A4","Cool aspects/cold air","CA"
"BECv10","BWBSwk1","BWBSwk1/104","A5","Cool aspects/cold air","CA"
"BECv10","BWBSwk1","BWBSwk1/104","B3","Cool aspects/cold air","CA"
"BECv10","BWBSwk1","BWBSwk1/104","B4","Cool aspects/cold air","CA"
"BECv10","BWBSwk1","BWBSwk1/104","B5","Cool aspects/cold air","CA"
"BECv10","BWBSwk1","BWBSwk1/110","C5","High fluvial bench","Fh"
"BECv10","BWBSwk1","BWBSwk1/110","C6","High fluvial bench","Fh"
"BECv10","BWBSwk1","BWBSwk1/110","D4","High fluvial bench","Fh"
"BECv10","BWBSwk1","BWBSwk1/110","D5","High fluvial bench","Fh"
"BECv10","BWBSwk1","BWBSwk1/110","D6","High fluvial bench","Fh"
"BECv10","BWBSwk1","BWBSwk1/103","B3","Warm aspects","WA"
"BECv10","BWBSwk1","BWBSwk1/103","C3","Warm aspects","WA"
"BECv10","BWBSwk1","BWBSwk1/103","D3","Warm aspects","WA"
"BECv10","BWBSwk1","BWBSwk1/101","B3","",""
"BECv10","BWBSwk1","BWBSwk1/101","B4","",""
"BECv10","BWBSwk1","BWBSwk1/101","C3","",""
"BECv10","BWBSwk1","BWBSwk1/101","C4","",""
"BECv10","BWBSwk1","BWBSwk1/102","A1","",""
"BECv10","BWBSwk1","BWBSwk1/102","A2","",""
"BECv10","BWBSwk1","BWBSwk1/102","B1","",""
"BECv10","BWBSwk1","BWBSwk1/102","B2","",""
"BECv10","BWBSwk1","BWBSwk1/102","C2","",""
"BECv10","BWBSwk1","BWBSwk1/111","A5","",""
"BECv10","BWBSwk1","BWBSwk1/111","A6","",""
"BECv10","BWBSwk1","BWBSwk1/111","B5","",""
"BECv10","BWBSwk1","BWBSwk1/111","B6","",""
"BECv10","BWBSwk2","BWBSwk2/104","A3","Cool aspects/cold air","CA"
"BECv10","BWBSwk2","BWBSwk2/104","A4","Cool aspects/cold air","CA"
"BECv10","BWBSwk2","BWBSwk2/104","A5","Cool aspects/cold air","CA"
"BECv10","BWBSwk2","BWBSwk2/104","A6","Cool aspects/cold air","CA"
"BECv10","BWBSwk2","BWBSwk2/104","B3","Cool aspects/cold air","CA"
"BECv10","BWBSwk2","BWBSwk2/104","B4","Cool aspects/cold air","CA"
"BECv10","BWBSwk2","BWBSwk2/104","B5","Cool aspects/cold air","CA"
"BECv10","BWBSwk2","BWBSwk2/104","B6","Cool aspects/cold air","CA"
"BECv10","BWBSwk2","BWBSwk2/111","C6","High fluvial bench","Fh"
"BECv10","BWBSwk2","BWBSwk2/111","D5","High fluvial bench","Fh"
"BECv10","BWBSwk2","BWBSwk2/111","D6","High fluvial bench","Fh"
"BECv10","BWBSwk2","BWBSwk2/103","B3","Warm aspects","WA"
"BECv10","BWBSwk2","BWBSwk2/103","C3","Warm aspects","WA"
"BECv10","BWBSwk2","BWBSwk2/103","D3","Warm aspects","WA"
"BECv10","BWBSwk2","BWBSwk2/101","B3","",""
"BECv10","BWBSwk2","BWBSwk2/101","B4","",""
"BECv10","BWBSwk2","BWBSwk2/101","C3","",""
"BECv10","BWBSwk2","BWBSwk2/101","C4","",""
"BECv10","BWBSwk2","BWBSwk2/102","A1","",""
"BECv10","BWBSwk2","BWBSwk2/102","A2","",""
"BECv10","BWBSwk2","BWBSwk2/102","B1","",""
"BECv10","BWBSwk2","BWBSwk2/102","B2","",""
"BECv10","BWBSwk2","BWBSwk2/102","C1","",""
"BECv10","BWBSwk2","BWBSwk2/102","C2","",""
"BECv10","BWBSwk2","BWBSwk2/110","C5","",""
"BECv10","BWBSwk2","BWBSwk2/110","D4","",""
"BECv10","BWBSwk2","BWBSwk2/110","D5","",""
"BECv10","BWBSdk","BWBSdk/Gb","B0","",""
"BECv10","BWBSdk","BWBSdk/Gb","C0","",""
"BECv10","BWBSdk","BWBSdk/Gb","B1","",""
"BECv10","BWBSdk","BWBSdk/Gb","C1","",""
"BECv10","BWBSwk2","BWBSwk2/Gg","D0","",""
"BECv10","BWBSwk2","BWBSwk2/Gg","D1","",""
"BECv10","BWBSwk2","BWBSwk2/Gg","E1","",""
"BECv10","BWBSwk3","BWBSwk3/103","A3","Cool aspects/cold air","CA"
"BECv10","BWBSwk3","BWBSwk3/103","A4","Cool aspects/cold air","CA"
"BECv10","BWBSwk3","BWBSwk3/103","A5","Cool aspects/cold air","CA"
"BECv10","BWBSwk3","BWBSwk3/103","B3","Cool aspects/cold air","CA"
"BECv10","BWBSwk3","BWBSwk3/103","B4","Cool aspects/cold air","CA"
"BECv10","BWBSwk3","BWBSwk3/103","B5","Cool aspects/cold air","CA"
"BECv10","BWBSwk3","BWBSwk3/101","C3","",""
"BECv10","BWBSwk3","BWBSwk3/101","C4","",""
"BECv10","BWBSwk3","BWBSwk3/101","D4","",""
"BECv10","BWBSwk3","BWBSwk3/102","A1","",""
"BECv10","BWBSwk3","BWBSwk3/102","A2","",""
"BECv10","BWBSwk3","BWBSwk3/102","B1","",""
"BECv10","BWBSwk3","BWBSwk3/102","B2","",""
"BECv10","BWBSwk3","BWBSwk3/102","C2","",""
"BECv10","BWBSwk3","BWBSwk3/110","C5","",""
"BECv10","BWBSwk3","BWBSwk3/110","C6","",""
"BECv10","BWBSwk3","BWBSwk3/110","D5","",""
"BECv10","BWBSwk3","BWBSwk3/110","D6","",""
"BECv10","BWBSwk3","BWBSwk3/111","A6","",""
"BECv10","BWBSwk3","BWBSwk3/111","B6","",""
"USAv1","CCHun","CCHun/00","A0","",""
"USAv1","CCHun","CCHun/00","A1","",""
"USAv1","CCHun","CCHun/00","A2","",""
"USAv1","CCHun","CCHun/00","A3","",""
"USAv1","CCHun","CCHun/00","A4","",""
"USAv1","CCHun","CCHun/00","A5","",""
"USAv1","CCHun","CCHun/00","A6","",""
"USAv1","CCHun","CCHun/00","A7","",""
"USAv1","CCHun","CCHun/00","B0","",""
"USAv1","CCHun","CCHun/00","B1","",""
"USAv1","CCHun","CCHun/00","B2","",""
"USAv1","CCHun","CCHun/00","B3","",""
"USAv1","CCHun","CCHun/00","B4","",""
"USAv1","CCHun","CCHun/00","B5","",""
"USAv1","CCHun","CCHun/00","B6","",""
"USAv1","CCHun","CCHun/00","B7","",""
"USAv1","CCHun","CCHun/00","C0","",""
"USAv1","CCHun","CCHun/00","C1","",""
"USAv1","CCHun","CCHun/00","C2","",""
"USAv1","CCHun","CCHun/00","C3","",""
"USAv1","CCHun","CCHun/00","C4","",""
"USAv1","CCHun","CCHun/00","C5","",""
"USAv1","CCHun","CCHun/00","C6","",""
"USAv1","CCHun","CCHun/00","C7","",""
"USAv1","CCHun","CCHun/00","D0","",""
"USAv1","CCHun","CCHun/00","D1","",""
"USAv1","CCHun","CCHun/00","D2","",""
"USAv1","CCHun","CCHun/00","D3","",""
"USAv1","CCHun","CCHun/00","D4","",""
"USAv1","CCHun","CCHun/00","D5","",""
"USAv1","CCHun","CCHun/00","D6","",""
"USAv1","CCHun","CCHun/00","D7","",""
"USAv1","CCHun","CCHun/00","E0","",""
"USAv1","CCHun","CCHun/00","E1","",""
"USAv1","CCHun","CCHun/00","E2","",""
"USAv1","CCHun","CCHun/00","E3","",""
"USAv1","CCHun","CCHun/00","E4","",""
"USAv1","CCHun","CCHun/00","E5","",""
"USAv1","CCHun","CCHun/00","E6","",""
"USAv1","CCHun","CCHun/00","E7","",""
"USAv1","CDFdmz","CDFdmz/101","B3","",""
"USAv1","CDFdmz","CDFdmz/101","B4","",""
"USAv1","CDFdmz","CDFdmz/101","C3","",""
"USAv1","CDFdmz","CDFdmz/101","C4","",""
"USAv1","CDFdmz","CDFdmz/101","D3","",""
"USAv1","CDFdmz","CDFdmz/101","D4","",""
"USAv1","CDFdmz","CDFdmz/102","A1","",""
"USAv1","CDFdmz","CDFdmz/102","A2","",""
"USAv1","CDFdmz","CDFdmz/102","B1","",""
"USAv1","CDFdmz","CDFdmz/102","B2","",""
"USAv1","CDFdmz","CDFdmz/102","C1","",""
"USAv1","CDFdmz","CDFdmz/102","C2","",""
"USAv1","CDFdmz","CDFdmz/102","D1","",""
"USAv1","CDFdmz","CDFdmz/102","D2","",""
"USAv1","CDFdmz","CDFdmz/110","B5","",""
"USAv1","CDFdmz","CDFdmz/110","C5","",""
"USAv1","CDFdmz","CDFdmz/110","D5","",""
"USAv1","CDFdmz","CDFdmz/110","E5","",""
"USAv1","CDFdmz","CDFdmz/111","B6","",""
"USAv1","CDFdmz","CDFdmz/111","C6","",""
"USAv1","CDFdmz","CDFdmz/111","D6","",""
"USAv1","CDFdmz","CDFdmz/111","E6","",""
"BECv10","CDFmm","CDFmm/07","D5","High fluvial bench","Fh"
"BECv10","CDFmm","CDFmm/07","D6","High fluvial bench","Fh"
"BECv10","CDFmm","CDFmm/07","E5","High fluvial bench","Fh"
"BECv10","CDFmm","CDFmm/07","E6","High fluvial bench","Fh"
"BECv10","CDFmm","CDFmm/09","D5","Low fluvial bench","Fl"
"BECv10","CDFmm","CDFmm/09","D6","Low fluvial bench","Fl"
"BECv10","CDFmm","CDFmm/09","E5","Low fluvial bench","Fl"
"BECv10","CDFmm","CDFmm/09","E6","Low fluvial bench","Fl"
"BECv10","CDFmm","CDFmm/08","D5","Medium fluvial bench","Fm"
"BECv10","CDFmm","CDFmm/08","D6","Medium fluvial bench","Fm"
"BECv10","CDFmm","CDFmm/08","E5","Medium fluvial bench","Fm"
"BECv10","CDFmm","CDFmm/08","E6","Medium fluvial bench","Fm"
"BECv10","CDFmm","CDFmm/12","D5","Strongly flucuating water table","FWT"
"BECv10","CDFmm","CDFmm/12","E5","Strongly flucuating water table","FWT"
"BECv10","CDFmm","CDFmm/13","D6","Strongly flucuating water table","FWT"
"BECv10","CDFmm","CDFmm/13","E6","Strongly flucuating water table","FWT"
"BECv10","CDFmm","CDFmm/14","D7","Strongly flucuating water table","FWT"
"BECv10","CDFmm","CDFmm/14","E7","Strongly flucuating water table","FWT"
"BECv10","CDFmm","CDFmm/01","A2","",""
"BECv10","CDFmm","CDFmm/01","A3","",""
"BECv10","CDFmm","CDFmm/01","A4","",""
"BECv10","CDFmm","CDFmm/01","B2","",""
"BECv10","CDFmm","CDFmm/01","B3","",""
"BECv10","CDFmm","CDFmm/01","B4","",""
"BECv10","CDFmm","CDFmm/01","C2","",""
"BECv10","CDFmm","CDFmm/01","C3","",""
"BECv10","CDFmm","CDFmm/01","C4","",""
"BECv10","CDFmm","CDFmm/02","A0","",""
"BECv10","CDFmm","CDFmm/02","A1","",""
"BECv10","CDFmm","CDFmm/02","B0","",""
"BECv10","CDFmm","CDFmm/02","B1","",""
"BECv10","CDFmm","CDFmm/02","C0","",""
"BECv10","CDFmm","CDFmm/02","C1","",""
"BECv10","CDFmm","CDFmm/03","D0","",""
"BECv10","CDFmm","CDFmm/03","D1","",""
"BECv10","CDFmm","CDFmm/03","E0","",""
"BECv10","CDFmm","CDFmm/03","E1","",""
"BECv10","CDFmm","CDFmm/04","D2","",""
"BECv10","CDFmm","CDFmm/04","D3","",""
"BECv10","CDFmm","CDFmm/04","D4","",""
"BECv10","CDFmm","CDFmm/04","E2","",""
"BECv10","CDFmm","CDFmm/04","E3","",""
"BECv10","CDFmm","CDFmm/04","E4","",""
"BECv10","CDFmm","CDFmm/05","A5","",""
"BECv10","CDFmm","CDFmm/05","A6","",""
"BECv10","CDFmm","CDFmm/05","B5","",""
"BECv10","CDFmm","CDFmm/05","B6","",""
"BECv10","CDFmm","CDFmm/05","C5","",""
"BECv10","CDFmm","CDFmm/05","C6","",""
"BECv10","CDFmm","CDFmm/06","D5","",""
"BECv10","CDFmm","CDFmm/06","D6","",""
"BECv10","CDFmm","CDFmm/06","E5","",""
"BECv10","CDFmm","CDFmm/06","E6","",""
"BECv10","CDFmm","CDFmm/10","A7","",""
"BECv10","CDFmm","CDFmm/10","B7","",""
"BECv10","CDFmm","CDFmm/11","C7","",""
"BECv10","CDFmm","CDFmm/11","D7","",""
"BECv10","CDFmm","CDFmm/11","E7","",""
"USAv1","CDFxmz","CDFxmz/101","B3","",""
"USAv1","CDFxmz","CDFxmz/101","B4","",""
"USAv1","CDFxmz","CDFxmz/101","C3","",""
"USAv1","CDFxmz","CDFxmz/101","C4","",""
"USAv1","CDFxmz","CDFxmz/101","D3","",""
"USAv1","CDFxmz","CDFxmz/101","D4","",""
"USAv1","CDFxmz","CDFxmz/102","A1","",""
"USAv1","CDFxmz","CDFxmz/102","A2","",""
"USAv1","CDFxmz","CDFxmz/102","B1","",""
"USAv1","CDFxmz","CDFxmz/102","B2","",""
"USAv1","CDFxmz","CDFxmz/102","C1","",""
"USAv1","CDFxmz","CDFxmz/102","C2","",""
"USAv1","CDFxmz","CDFxmz/102","D1","",""
"USAv1","CDFxmz","CDFxmz/102","D2","",""
"USAv1","CDFxmz","CDFxmz/110","B5","",""
"USAv1","CDFxmz","CDFxmz/110","B6","",""
"USAv1","CDFxmz","CDFxmz/110","C5","",""
"USAv1","CDFxmz","CDFxmz/110","C6","",""
"USAv1","CDFxmz","CDFxmz/110","D5","",""
"USAv1","CDFxmz","CDFxmz/110","D6","",""
"USAv1","CDFxmz","CDFxmz/110","E5","",""
"USAv1","CDFxmz","CDFxmz/110","E6","",""
"BECv10","CMAun","CMAun/00","A0","",""
"BECv10","CMAun","CMAun/00","A1","",""
"BECv10","CMAun","CMAun/00","A2","",""
"BECv10","CMAun","CMAun/00","A3","",""
"BECv10","CMAun","CMAun/00","A4","",""
"BECv10","CMAun","CMAun/00","A5","",""
"BECv10","CMAun","CMAun/00","A6","",""
"BECv10","CMAun","CMAun/00","A7","",""
"BECv10","CMAun","CMAun/00","B0","",""
"BECv10","CMAun","CMAun/00","B1","",""
"BECv10","CMAun","CMAun/00","B2","",""
"BECv10","CMAun","CMAun/00","B3","",""
"BECv10","CMAun","CMAun/00","B4","",""
"BECv10","CMAun","CMAun/00","B5","",""
"BECv10","CMAun","CMAun/00","B6","",""
"BECv10","CMAun","CMAun/00","B7","",""
"BECv10","CMAun","CMAun/00","C0","",""
"BECv10","CMAun","CMAun/00","C1","",""
"BECv10","CMAun","CMAun/00","C2","",""
"BECv10","CMAun","CMAun/00","C3","",""
"BECv10","CMAun","CMAun/00","C4","",""
"BECv10","CMAun","CMAun/00","C5","",""
"BECv10","CMAun","CMAun/00","C6","",""
"BECv10","CMAun","CMAun/00","C7","",""
"BECv10","CMAun","CMAun/00","D0","",""
"BECv10","CMAun","CMAun/00","D1","",""
"BECv10","CMAun","CMAun/00","D2","",""
"BECv10","CMAun","CMAun/00","D3","",""
"BECv10","CMAun","CMAun/00","D4","",""
"BECv10","CMAun","CMAun/00","D5","",""
"BECv10","CMAun","CMAun/00","D6","",""
"BECv10","CMAun","CMAun/00","D7","",""
"BECv10","CMAun","CMAun/00","E0","",""
"BECv10","CMAun","CMAun/00","E1","",""
"BECv10","CMAun","CMAun/00","E2","",""
"BECv10","CMAun","CMAun/00","E3","",""
"BECv10","CMAun","CMAun/00","E4","",""
"BECv10","CMAun","CMAun/00","E5","",""
"BECv10","CMAun","CMAun/00","E6","",""
"BECv10","CMAun","CMAun/00","E7","",""
"BECv10","CMAunp","CMAunp/00","A0","",""
"BECv10","CMAunp","CMAunp/00","A1","",""
"BECv10","CMAunp","CMAunp/00","A2","",""
"BECv10","CMAunp","CMAunp/00","A3","",""
"BECv10","CMAunp","CMAunp/00","A4","",""
"BECv10","CMAunp","CMAunp/00","A5","",""
"BECv10","CMAunp","CMAunp/00","A6","",""
"BECv10","CMAunp","CMAunp/00","A7","",""
"BECv10","CMAunp","CMAunp/00","B0","",""
"BECv10","CMAunp","CMAunp/00","B1","",""
"BECv10","CMAunp","CMAunp/00","B2","",""
"BECv10","CMAunp","CMAunp/00","B3","",""
"BECv10","CMAunp","CMAunp/00","B4","",""
"BECv10","CMAunp","CMAunp/00","B5","",""
"BECv10","CMAunp","CMAunp/00","B6","",""
"BECv10","CMAunp","CMAunp/00","B7","",""
"BECv10","CMAunp","CMAunp/00","C0","",""
"BECv10","CMAunp","CMAunp/00","C1","",""
"BECv10","CMAunp","CMAunp/00","C2","",""
"BECv10","CMAunp","CMAunp/00","C3","",""
"BECv10","CMAunp","CMAunp/00","C4","",""
"BECv10","CMAunp","CMAunp/00","C5","",""
"BECv10","CMAunp","CMAunp/00","C6","",""
"BECv10","CMAunp","CMAunp/00","C7","",""
"BECv10","CMAunp","CMAunp/00","D0","",""
"BECv10","CMAunp","CMAunp/00","D1","",""
"BECv10","CMAunp","CMAunp/00","D2","",""
"BECv10","CMAunp","CMAunp/00","D3","",""
"BECv10","CMAunp","CMAunp/00","D4","",""
"BECv10","CMAunp","CMAunp/00","D5","",""
"BECv10","CMAunp","CMAunp/00","D6","",""
"BECv10","CMAunp","CMAunp/00","D7","",""
"BECv10","CMAunp","CMAunp/00","E0","",""
"BECv10","CMAunp","CMAunp/00","E1","",""
"BECv10","CMAunp","CMAunp/00","E2","",""
"BECv10","CMAunp","CMAunp/00","E3","",""
"BECv10","CMAunp","CMAunp/00","E4","",""
"BECv10","CMAunp","CMAunp/00","E5","",""
"BECv10","CMAunp","CMAunp/00","E6","",""
"BECv10","CMAunp","CMAunp/00","E7","",""
"BECv10","CMAwh","CMAwh/00","A0","",""
"BECv10","CMAwh","CMAwh/00","A1","",""
"BECv10","CMAwh","CMAwh/00","A2","",""
"BECv10","CMAwh","CMAwh/00","A3","",""
"BECv10","CMAwh","CMAwh/00","A4","",""
"BECv10","CMAwh","CMAwh/00","A5","",""
"BECv10","CMAwh","CMAwh/00","A6","",""
"BECv10","CMAwh","CMAwh/00","A7","",""
"BECv10","CMAwh","CMAwh/00","B0","",""
"BECv10","CMAwh","CMAwh/00","B1","",""
"BECv10","CMAwh","CMAwh/00","B2","",""
"BECv10","CMAwh","CMAwh/00","B3","",""
"BECv10","CMAwh","CMAwh/00","B4","",""
"BECv10","CMAwh","CMAwh/00","B5","",""
"BECv10","CMAwh","CMAwh/00","B6","",""
"BECv10","CMAwh","CMAwh/00","B7","",""
"BECv10","CMAwh","CMAwh/00","C0","",""
"BECv10","CMAwh","CMAwh/00","C1","",""
"BECv10","CMAwh","CMAwh/00","C2","",""
"BECv10","CMAwh","CMAwh/00","C3","",""
"BECv10","CMAwh","CMAwh/00","C4","",""
"BECv10","CMAwh","CMAwh/00","C5","",""
"BECv10","CMAwh","CMAwh/00","C6","",""
"BECv10","CMAwh","CMAwh/00","C7","",""
"BECv10","CMAwh","CMAwh/00","D0","",""
"BECv10","CMAwh","CMAwh/00","D1","",""
"BECv10","CMAwh","CMAwh/00","D2","",""
"BECv10","CMAwh","CMAwh/00","D3","",""
"BECv10","CMAwh","CMAwh/00","D4","",""
"BECv10","CMAwh","CMAwh/00","D5","",""
"BECv10","CMAwh","CMAwh/00","D6","",""
"BECv10","CMAwh","CMAwh/00","D7","",""
"BECv10","CMAwh","CMAwh/00","E0","",""
"BECv10","CMAwh","CMAwh/00","E1","",""
"BECv10","CMAwh","CMAwh/00","E2","",""
"BECv10","CMAwh","CMAwh/00","E3","",""
"BECv10","CMAwh","CMAwh/00","E4","",""
"BECv10","CMAwh","CMAwh/00","E5","",""
"BECv10","CMAwh","CMAwh/00","E6","",""
"BECv10","CMAwh","CMAwh/00","E7","",""
"USAv1","CMXdmz","CMXdmz/101","B3","",""
"USAv1","CMXdmz","CMXdmz/101","C3","",""
"USAv1","CMXdmz","CMXdmz/101","D3","",""
"USAv1","CMXdmz","CMXdmz/101","B4","",""
"USAv1","CMXdmz","CMXdmz/101","C4","",""
"USAv1","CMXdmz","CMXdmz/101","D4","",""
"USAv1","CMXdmz","CMXdmz/102","A1","",""
"USAv1","CMXdmz","CMXdmz/102","B1","",""
"USAv1","CMXdmz","CMXdmz/102","C1","",""
"USAv1","CMXdmz","CMXdmz/102","D1","",""
"USAv1","CMXdmz","CMXdmz/103","A2","",""
"USAv1","CMXdmz","CMXdmz/103","B2","",""
"USAv1","CMXdmz","CMXdmz/103","C2","",""
"USAv1","CMXdmz","CMXdmz/103","D2","",""
"USAv1","CMXdmz","CMXdmz/110","B5","",""
"USAv1","CMXdmz","CMXdmz/110","C5","",""
"USAv1","CMXdmz","CMXdmz/110","D5","",""
"USAv1","CMXdmz","CMXdmz/110","E5","",""
"USAv1","CMXdmz","CMXdmz/110","B6","",""
"USAv1","CMXdmz","CMXdmz/110","C6","",""
"USAv1","CMXdmz","CMXdmz/110","D6","",""
"USAv1","CMXdmz","CMXdmz/110","E6","",""
"USAv1","CMXwmz","CMXwmz/101","B3","",""
"USAv1","CMXwmz","CMXwmz/101","C3","",""
"USAv1","CMXwmz","CMXwmz/101","D3","",""
"USAv1","CMXwmz","CMXwmz/101","B4","",""
"USAv1","CMXwmz","CMXwmz/101","C4","",""
"USAv1","CMXwmz","CMXwmz/101","D4","",""
"USAv1","CMXwmz","CMXwmz/102","A1","",""
"USAv1","CMXwmz","CMXwmz/102","B1","",""
"USAv1","CMXwmz","CMXwmz/102","C1","",""
"USAv1","CMXwmz","CMXwmz/102","D1","",""
"USAv1","CMXwmz","CMXwmz/102","A2","",""
"USAv1","CMXwmz","CMXwmz/102","B2","",""
"USAv1","CMXwmz","CMXwmz/102","C2","",""
"USAv1","CMXwmz","CMXwmz/102","D2","",""
"USAv1","CMXwmz","CMXwmz/110","B5","",""
"USAv1","CMXwmz","CMXwmz/110","C5","",""
"USAv1","CMXwmz","CMXwmz/110","D5","",""
"USAv1","CMXwmz","CMXwmz/110","E5","",""
"USAv1","CMXwmz","CMXwmz/110","B6","",""
"USAv1","CMXwmz","CMXwmz/110","C6","",""
"USAv1","CMXwmz","CMXwmz/110","D6","",""
"USAv1","CMXwmz","CMXwmz/110","E6","",""
"USAv1","CRFun","CRFun/00","A0","",""
"USAv1","CRFun","CRFun/00","A1","",""
"USAv1","CRFun","CRFun/00","A2","",""
"USAv1","CRFun","CRFun/00","A3","",""
"USAv1","CRFun","CRFun/00","A4","",""
"USAv1","CRFun","CRFun/00","A5","",""
"USAv1","CRFun","CRFun/00","A6","",""
"USAv1","CRFun","CRFun/00","A7","",""
"USAv1","CRFun","CRFun/00","B0","",""
"USAv1","CRFun","CRFun/00","B1","",""
"USAv1","CRFun","CRFun/00","B2","",""
"USAv1","CRFun","CRFun/00","B3","",""
"USAv1","CRFun","CRFun/00","B4","",""
"USAv1","CRFun","CRFun/00","B5","",""
"USAv1","CRFun","CRFun/00","B6","",""
"USAv1","CRFun","CRFun/00","B7","",""
"USAv1","CRFun","CRFun/00","C0","",""
"USAv1","CRFun","CRFun/00","C1","",""
"USAv1","CRFun","CRFun/00","C2","",""
"USAv1","CRFun","CRFun/00","C3","",""
"USAv1","CRFun","CRFun/00","C4","",""
"USAv1","CRFun","CRFun/00","C5","",""
"USAv1","CRFun","CRFun/00","C6","",""
"USAv1","CRFun","CRFun/00","C7","",""
"USAv1","CRFun","CRFun/00","D0","",""
"USAv1","CRFun","CRFun/00","D1","",""
"USAv1","CRFun","CRFun/00","D2","",""
"USAv1","CRFun","CRFun/00","D3","",""
"USAv1","CRFun","CRFun/00","D4","",""
"USAv1","CRFun","CRFun/00","D5","",""
"USAv1","CRFun","CRFun/00","D6","",""
"USAv1","CRFun","CRFun/00","D7","",""
"USAv1","CRFun","CRFun/00","E0","",""
"USAv1","CRFun","CRFun/00","E1","",""
"USAv1","CRFun","CRFun/00","E2","",""
"USAv1","CRFun","CRFun/00","E3","",""
"USAv1","CRFun","CRFun/00","E4","",""
"USAv1","CRFun","CRFun/00","E5","",""
"USAv1","CRFun","CRFun/00","E6","",""
"USAv1","CRFun","CRFun/00","E7","",""
"USAv1","CVGun","CVGun/00","A0","",""
"USAv1","CVGun","CVGun/00","A1","",""
"USAv1","CVGun","CVGun/00","A2","",""
"USAv1","CVGun","CVGun/00","A3","",""
"USAv1","CVGun","CVGun/00","A4","",""
"USAv1","CVGun","CVGun/00","A5","",""
"USAv1","CVGun","CVGun/00","A6","",""
"USAv1","CVGun","CVGun/00","A7","",""
"USAv1","CVGun","CVGun/00","B0","",""
"USAv1","CVGun","CVGun/00","B1","",""
"USAv1","CVGun","CVGun/00","B2","",""
"USAv1","CVGun","CVGun/00","B3","",""
"USAv1","CVGun","CVGun/00","B4","",""
"USAv1","CVGun","CVGun/00","B5","",""
"USAv1","CVGun","CVGun/00","B6","",""
"USAv1","CVGun","CVGun/00","B7","",""
"USAv1","CVGun","CVGun/00","C0","",""
"USAv1","CVGun","CVGun/00","C1","",""
"USAv1","CVGun","CVGun/00","C2","",""
"USAv1","CVGun","CVGun/00","C3","",""
"USAv1","CVGun","CVGun/00","C4","",""
"USAv1","CVGun","CVGun/00","C5","",""
"USAv1","CVGun","CVGun/00","C6","",""
"USAv1","CVGun","CVGun/00","C7","",""
"USAv1","CVGun","CVGun/00","D0","",""
"USAv1","CVGun","CVGun/00","D1","",""
"USAv1","CVGun","CVGun/00","D2","",""
"USAv1","CVGun","CVGun/00","D3","",""
"USAv1","CVGun","CVGun/00","D4","",""
"USAv1","CVGun","CVGun/00","D5","",""
"USAv1","CVGun","CVGun/00","D6","",""
"USAv1","CVGun","CVGun/00","D7","",""
"USAv1","CVGun","CVGun/00","E0","",""
"USAv1","CVGun","CVGun/00","E1","",""
"USAv1","CVGun","CVGun/00","E2","",""
"USAv1","CVGun","CVGun/00","E3","",""
"USAv1","CVGun","CVGun/00","E4","",""
"USAv1","CVGun","CVGun/00","E5","",""
"USAv1","CVGun","CVGun/00","E6","",""
"USAv1","CVGun","CVGun/00","E7","",""
"USAv1","CWFwmz","CWFwmz/101","B3","",""
"USAv1","CWFwmz","CWFwmz/101","C3","",""
"USAv1","CWFwmz","CWFwmz/101","D3","",""
"USAv1","CWFwmz","CWFwmz/101","B4","",""
"USAv1","CWFwmz","CWFwmz/101","C4","",""
"USAv1","CWFwmz","CWFwmz/101","D4","",""
"USAv1","CWFwmz","CWFwmz/102","A1","",""
"USAv1","CWFwmz","CWFwmz/102","B1","",""
"USAv1","CWFwmz","CWFwmz/102","C1","",""
"USAv1","CWFwmz","CWFwmz/102","D1","",""
"USAv1","CWFwmz","CWFwmz/103","A2","",""
"USAv1","CWFwmz","CWFwmz/103","B2","",""
"USAv1","CWFwmz","CWFwmz/103","C2","",""
"USAv1","CWFwmz","CWFwmz/103","D2","",""
"USAv1","CWFwmz","CWFwmz/110","B5","",""
"USAv1","CWFwmz","CWFwmz/110","C5","",""
"USAv1","CWFwmz","CWFwmz/110","D5","",""
"USAv1","CWFwmz","CWFwmz/110","E5","",""
"USAv1","CWFwmz","CWFwmz/111","B6","",""
"USAv1","CWFwmz","CWFwmz/111","C6","",""
"USAv1","CWFwmz","CWFwmz/111","D6","",""
"USAv1","CWFwmz","CWFwmz/111","E6","",""
"USAv1","CWFwsz","CWFwsz/101","B3","",""
"USAv1","CWFwsz","CWFwsz/101","C3","",""
"USAv1","CWFwsz","CWFwsz/101","D3","",""
"USAv1","CWFwsz","CWFwsz/101","B4","",""
"USAv1","CWFwsz","CWFwsz/101","C4","",""
